id_partido,source_url,id_mundial,numero_partido,fecha,etapa,id_local,goles_local,goles_visitante,id_visitante
252,../partidos/2010_argentina_alemania.php,19,59,03-Jul-2010,Cuartos,7,0,4,1
253,../partidos/2010_paraguay_espana.php,19,60,03-Jul-2010,Cuartos,68,0,1,38
254,../partidos/2010_uruguay_holanda.php,19,61,06-Jul-2010,Semis,89,2,3,66
255,../partidos/2010_alemania_espana.php,19,62,07-Jul-2010,Semis,1,0,1,38
256,../partidos/2010_uruguay_alemania.php,19,63,10-Jul-2010,3er Puesto,89,2,3,1
257,../partidos/2010_holanda_espana.php,19,64,11-Jul-2010,Final,66,0,1,38
258,../partidos/2006_alemania_costa_rica.php,18,1,09-Jun-2006,"1ra Ronda, Grupo A",1,4,2,25
259,../partidos/2006_polonia_ecuador.php,18,2,09-Jun-2006,"1ra Ronda, Grupo A",70,0,2,31
260,../partidos/2006_inglaterra_paraguay.php,18,3,10-Jun-2006,"1ra Ronda, Grupo B",49,1,0,68
261,../partidos/2006_trinidad_y_tobago_suecia.php,18,4,10-Jun-2006,"1ra Ronda, Grupo B",84,0,0,81
262,../partidos/2006_argentina_costa_de_marfil.php,18,5,10-Jun-2006,"1ra Ronda, Grupo C",7,2,1,26
263,../partidos/2006_serbia_y_montenegro_holanda.php,18,6,11-Jun-2006,"1ra Ronda, Grupo C",79,0,1,66
264,../partidos/2006_mexico_iran.php,18,7,11-Jun-2006,"1ra Ronda, Grupo D",62,3,1,53
265,../partidos/2006_angola_portugal.php,18,8,11-Jun-2006,"1ra Ronda, Grupo D",4,0,1,71
266,../partidos/2006_italia_ghana.php,18,9,12-Jun-2006,"1ra Ronda, Grupo E",56,2,0,42
267,../partidos/2006_estados_unidos_republica_checa.php,18,10,12-Jun-2006,"1ra Ronda, Grupo E",39,0,3,74
268,../partidos/2006_australia_japon.php,18,11,12-Jun-2006,"1ra Ronda, Grupo F",8,3,1,58
269,../partidos/2006_brasil_croacia.php,18,12,13-Jun-2006,"1ra Ronda, Grupo F",12,1,0,27
270,../partidos/2006_francia_suiza.php,18,13,13-Jun-2006,"1ra Ronda, Grupo G",40,0,0,82
271,../partidos/2006_corea_del_sur_togo.php,18,14,13-Jun-2006,"1ra Ronda, Grupo G",24,2,1,83
272,../partidos/2006_espana_ucrania.php,18,15,14-Jun-2006,"1ra Ronda, Grupo H",38,4,0,88
273,../partidos/2006_tunez_arabia_saudita.php,18,16,14-Jun-2006,"1ra Ronda, Grupo H",86,2,2,5
274,../partidos/2006_alemania_polonia.php,18,17,14-Jun-2006,"1ra Ronda, Grupo A",1,1,0,70
275,../partidos/2006_ecuador_costa_rica.php,18,18,15-Jun-2006,"1ra Ronda, Grupo A",31,3,0,25
276,../partidos/2006_inglaterra_trinidad_y_tobago.php,18,19,15-Jun-2006,"1ra Ronda, Grupo B",49,2,0,84
277,../partidos/2006_suecia_paraguay.php,18,20,15-Jun-2006,"1ra Ronda, Grupo B",81,1,0,68
278,../partidos/2006_argentina_serbia_y_montenegro.php,18,21,16-Jun-2006,"1ra Ronda, Grupo C",7,6,0,79
279,../partidos/2006_holanda_costa_de_marfil.php,18,22,16-Jun-2006,"1ra Ronda, Grupo C",66,2,1,26
280,../partidos/2006_mexico_angola.php,18,23,16-Jun-2006,"1ra Ronda, Grupo D",62,0,0,4
281,../partidos/2006_portugal_iran.php,18,24,17-Jun-2006,"1ra Ronda, Grupo D",71,2,0,53
282,../partidos/2006_italia_estados_unidos.php,18,25,17-Jun-2006,"1ra Ronda, Grupo E",56,1,1,39
283,../partidos/2006_republica_checa_ghana.php,18,26,17-Jun-2006,"1ra Ronda, Grupo E",74,0,2,42
284,../partidos/2006_brasil_australia.php,18,27,18-Jun-2006,"1ra Ronda, Grupo F",12,2,0,8
285,../partidos/2006_japon_croacia.php,18,28,18-Jun-2006,"1ra Ronda, Grupo F",58,0,0,27
286,../partidos/2006_francia_corea_del_sur.php,18,29,18-Jun-2006,"1ra Ronda, Grupo G",40,1,1,24
287,../partidos/2006_togo_suiza.php,18,30,19-Jun-2006,"1ra Ronda, Grupo G",83,0,2,82
288,../partidos/2006_espana_tunez.php,18,31,19-Jun-2006,"1ra Ronda, Grupo H",38,3,1,86
289,../partidos/2006_arabia_saudita_ucrania.php,18,32,19-Jun-2006,"1ra Ronda, Grupo H",5,0,4,88
290,../partidos/2006_ecuador_alemania.php,18,33,20-Jun-2006,"1ra Ronda, Grupo A",31,0,3,1
291,../partidos/2006_costa_rica_polonia.php,18,34,20-Jun-2006,"1ra Ronda, Grupo A",25,1,2,70
292,../partidos/2006_suecia_inglaterra.php,18,35,20-Jun-2006,"1ra Ronda, Grupo B",81,2,2,49
293,../partidos/2006_paraguay_trinidad_y_tobago.php,18,36,20-Jun-2006,"1ra Ronda, Grupo B",68,2,0,84
294,../partidos/2006_holanda_argentina.php,18,37,21-Jun-2006,"1ra Ronda, Grupo C",66,0,0,7
295,../partidos/2006_costa_de_marfil_serbia_y_montenegro.php,18,38,21-Jun-2006,"1ra Ronda, Grupo C",26,3,2,79
296,../partidos/2006_portugal_mexico.php,18,39,21-Jun-2006,"1ra Ronda, Grupo D",71,2,1,62
297,../partidos/2006_iran_angola.php,18,40,21-Jun-2006,"1ra Ronda, Grupo D",53,1,1,4
298,../partidos/2006_republica_checa_italia.php,18,41,22-Jun-2006,"1ra Ronda, Grupo E",74,0,2,56
299,../partidos/2006_ghana_estados_unidos.php,18,42,22-Jun-2006,"1ra Ronda, Grupo E",42,2,1,39
300,../partidos/2006_japon_brasil.php,18,43,22-Jun-2006,"1ra Ronda, Grupo F",58,1,4,12
301,../partidos/2006_croacia_australia.php,18,44,22-Jun-2006,"1ra Ronda, Grupo F",27,2,2,8
302,../partidos/2006_togo_francia.php,18,45,23-Jun-2006,"1ra Ronda, Grupo G",83,0,2,40
303,../partidos/2006_suiza_corea_del_sur.php,18,46,23-Jun-2006,"1ra Ronda, Grupo G",82,2,0,24
304,../partidos/2006_arabia_saudita_espana.php,18,47,23-Jun-2006,"1ra Ronda, Grupo H",5,0,1,38
305,../partidos/2006_ucrania_tunez.php,18,48,23-Jun-2006,"1ra Ronda, Grupo H",88,1,0,86
306,../partidos/2006_alemania_suecia.php,18,49,24-Jun-2006,Octavos,1,2,0,81
307,../partidos/2006_argentina_mexico.php,18,50,24-Jun-2006,Octavos,7,2,1,62
308,../partidos/2006_inglaterra_ecuador.php,18,51,25-Jun-2006,Octavos,49,1,0,31
309,../partidos/2006_portugal_holanda.php,18,52,25-Jun-2006,Octavos,71,1,0,66
310,../partidos/2006_italia_australia.php,18,53,26-Jun-2006,Octavos,56,1,0,8
311,../partidos/2006_suiza_ucrania.php,18,54,26-Jun-2006,Octavos,82,0,0,88
312,../partidos/2006_brasil_ghana.php,18,55,27-Jun-2006,Octavos,12,3,0,42
313,../partidos/2006_espana_francia.php,18,56,27-Jun-2006,Octavos,38,1,3,40
314,../partidos/2006_alemania_argentina.php,18,57,30-Jun-2006,Cuartos,1,1,1,7
315,../partidos/2006_italia_ucrania.php,18,58,30-Jun-2006,Cuartos,56,3,0,88
316,../partidos/2006_inglaterra_portugal.php,18,59,01-Jul-2006,Cuartos,49,0,0,71
317,../partidos/2006_brasil_francia.php,18,60,01-Jul-2006,Cuartos,12,0,1,40
318,../partidos/2006_alemania_italia.php,18,61,04-Jul-2006,Semis,1,0,2,56
319,../partidos/2006_portugal_francia.php,18,62,05-Jul-2006,Semis,71,0,1,40
320,../partidos/2006_alemania_portugal.php,18,63,08-Jul-2006,3er Puesto,1,3,1,71
321,../partidos/2006_italia_francia.php,18,64,09-Jul-2006,Final,56,1,1,40
322,../partidos/2002_francia_senegal.php,17,1,31-May-2002,"1ra Ronda, Grupo A",40,0,1,77
323,../partidos/2002_irlanda_camerun.php,17,2,01-Jun-2002,"1ra Ronda, Grupo E",51,1,1,16
324,../partidos/2002_uruguay_dinamarca.php,17,3,01-Jun-2002,"1ra Ronda, Grupo A",89,1,2,30
325,../partidos/2002_alemania_arabia_saudita.php,17,4,01-Jun-2002,"1ra Ronda, Grupo E",1,8,0,5
326,../partidos/2002_inglaterra_suecia.php,17,5,02-Jun-2002,"1ra Ronda, Grupo F",49,1,1,81
327,../partidos/2002_paraguay_sudafrica.php,17,6,02-Jun-2002,"1ra Ronda, Grupo B",68,2,2,80
328,../partidos/2002_argentina_nigeria.php,17,7,02-Jun-2002,"1ra Ronda, Grupo F",7,1,0,63
329,../partidos/2002_espana_eslovenia.php,17,8,02-Jun-2002,"1ra Ronda, Grupo B",38,3,1,37
330,../partidos/2002_croacia_mexico.php,17,9,03-Jun-2002,"1ra Ronda, Grupo G",27,0,1,62
331,../partidos/2002_brasil_turquia.php,17,10,03-Jun-2002,"1ra Ronda, Grupo C",12,2,1,85
332,../partidos/2002_italia_ecuador.php,17,11,03-Jun-2002,"1ra Ronda, Grupo G",56,2,0,31
333,../partidos/2002_china_costa_rica.php,17,12,04-Jun-2002,"1ra Ronda, Grupo C",21,0,2,25
334,../partidos/2002_japon_belgica.php,17,13,04-Jun-2002,"1ra Ronda, Grupo H",58,2,2,14
335,../partidos/2002_corea_del_sur_polonia.php,17,14,04-Jun-2002,"1ra Ronda, Grupo D",24,2,0,70
336,../partidos/2002_rusia_tunez.php,17,15,05-Jun-2002,"1ra Ronda, Grupo H",76,2,0,86
337,../partidos/2002_estados_unidos_portugal.php,17,16,05-Jun-2002,"1ra Ronda, Grupo D",39,3,2,71
338,../partidos/2002_alemania_irlanda.php,17,17,05-Jun-2002,"1ra Ronda, Grupo E",1,1,1,51
339,../partidos/2002_francia_uruguay.php,17,18,06-Jun-2002,"1ra Ronda, Grupo A",40,0,0,89
340,../partidos/2002_camerun_arabia_saudita.php,17,19,06-Jun-2002,"1ra Ronda, Grupo E",16,1,0,5
341,../partidos/2002_dinamarca_senegal.php,17,20,06-Jun-2002,"1ra Ronda, Grupo A",30,1,1,77
342,../partidos/2002_suecia_nigeria.php,17,21,07-Jun-2002,"1ra Ronda, Grupo F",81,2,1,63
343,../partidos/2002_espana_paraguay.php,17,22,07-Jun-2002,"1ra Ronda, Grupo B",38,3,1,68
344,../partidos/2002_argentina_inglaterra.php,17,23,07-Jun-2002,"1ra Ronda, Grupo F",7,0,1,49
345,../partidos/2002_sudafrica_eslovenia.php,17,24,08-Jun-2002,"1ra Ronda, Grupo B",80,1,0,37
346,../partidos/2002_italia_croacia.php,17,25,08-Jun-2002,"1ra Ronda, Grupo G",56,1,2,27
347,../partidos/2002_brasil_china.php,17,26,08-Jun-2002,"1ra Ronda, Grupo C",12,4,0,21
348,../partidos/2002_mexico_ecuador.php,17,27,09-Jun-2002,"1ra Ronda, Grupo G",62,2,1,31
349,../partidos/2002_costa_rica_turquia.php,17,28,09-Jun-2002,"1ra Ronda, Grupo C",25,1,1,85
350,../partidos/2002_japon_rusia.php,17,29,09-Jun-2002,"1ra Ronda, Grupo H",58,1,0,76
351,../partidos/2002_corea_del_sur_estados_unidos.php,17,30,10-Jun-2002,"1ra Ronda, Grupo D",24,1,1,39
352,../partidos/2002_tunez_belgica.php,17,31,10-Jun-2002,"1ra Ronda, Grupo H",86,1,1,14
353,../partidos/2002_portugal_polonia.php,17,32,10-Jun-2002,"1ra Ronda, Grupo D",71,4,0,70
354,../partidos/2002_dinamarca_francia.php,17,33,11-Jun-2002,"1ra Ronda, Grupo A",30,2,0,40
355,../partidos/2002_senegal_uruguay.php,17,34,11-Jun-2002,"1ra Ronda, Grupo A",77,3,3,89
356,../partidos/2002_camerun_alemania.php,17,35,11-Jun-2002,"1ra Ronda, Grupo E",16,0,2,1
357,../partidos/2002_arabia_saudita_irlanda.php,17,36,11-Jun-2002,"1ra Ronda, Grupo E",5,0,3,51
358,../partidos/2002_suecia_argentina.php,17,37,12-Jun-2002,"1ra Ronda, Grupo F",81,1,1,7
359,../partidos/2002_nigeria_inglaterra.php,17,38,12-Jun-2002,"1ra Ronda, Grupo F",63,0,0,49
360,../partidos/2002_sudafrica_espana.php,17,39,12-Jun-2002,"1ra Ronda, Grupo B",80,2,3,38
361,../partidos/2002_eslovenia_paraguay.php,17,40,12-Jun-2002,"1ra Ronda, Grupo B",37,1,3,68
362,../partidos/2002_costa_rica_brasil.php,17,41,13-Jun-2002,"1ra Ronda, Grupo C",25,2,5,12
363,../partidos/2002_turquia_china.php,17,42,13-Jun-2002,"1ra Ronda, Grupo C",85,3,0,21
364,../partidos/2002_mexico_italia.php,17,43,13-Jun-2002,"1ra Ronda, Grupo G",62,1,1,56
365,../partidos/2002_ecuador_croacia.php,17,44,13-Jun-2002,"1ra Ronda, Grupo G",31,1,0,27
366,../partidos/2002_tunez_japon.php,17,45,14-Jun-2002,"1ra Ronda, Grupo H",86,0,2,58
367,../partidos/2002_belgica_rusia.php,17,46,14-Jun-2002,"1ra Ronda, Grupo H",14,3,2,76
368,../partidos/2002_portugal_corea_del_sur.php,17,47,14-Jun-2002,"1ra Ronda, Grupo D",71,0,1,24
369,../partidos/2002_polonia_estados_unidos.php,17,48,14-Jun-2002,"1ra Ronda, Grupo D",70,3,1,39
370,../partidos/2002_alemania_paraguay.php,17,49,15-Jun-2002,Octavos,1,1,0,68
371,../partidos/2002_dinamarca_inglaterra.php,17,50,15-Jun-2002,Octavos,30,0,3,49
372,../partidos/2002_suecia_senegal.php,17,51,16-Jun-2002,Octavos,81,1,2,77
373,../partidos/2002_espana_irlanda.php,17,52,16-Jun-2002,Octavos,38,1,1,51
374,../partidos/2002_mexico_estados_unidos.php,17,53,17-Jun-2002,Octavos,62,0,2,39
375,../partidos/2002_brasil_belgica.php,17,54,17-Jun-2002,Octavos,12,2,0,14
376,../partidos/2002_japon_turquia.php,17,55,18-Jun-2002,Octavos,58,0,1,85
377,../partidos/2002_corea_del_sur_italia.php,17,56,18-Jun-2002,Octavos,24,2,1,56
378,../partidos/2002_inglaterra_brasil.php,17,57,21-Jun-2002,Cuartos,49,1,2,12
379,../partidos/2002_alemania_estados_unidos.php,17,58,21-Jun-2002,Cuartos,1,1,0,39
380,../partidos/2002_espana_corea_del_sur.php,17,59,22-Jun-2002,Cuartos,38,0,0,24
381,../partidos/2002_senegal_turquia.php,17,60,22-Jun-2002,Cuartos,77,0,1,85
382,../partidos/2002_alemania_corea_del_sur.php,17,61,25-Jun-2002,Semis,1,1,0,24
383,../partidos/2002_brasil_turquia_2.php,17,62,26-Jun-2002,Semis,12,1,0,85
384,../partidos/2002_corea_del_sur_turquia.php,17,63,29-Jun-2002,3er Puesto,24,2,3,85
385,../partidos/2002_alemania_brasil.php,17,64,30-Jun-2002,Final,1,0,2,12
386,../partidos/1998_brasil_escocia.php,16,1,10-Jun-1998,"1ra Ronda, Grupo A",12,2,1,35
387,../partidos/1998_marruecos_noruega.php,16,2,10-Jun-1998,"1ra Ronda, Grupo A",61,2,2,64
388,../partidos/1998_camerun_austria.php,16,3,11-Jun-1998,"1ra Ronda, Grupo B",16,1,1,9
389,../partidos/1998_italia_chile.php,16,4,11-Jun-1998,"1ra Ronda, Grupo B",56,2,2,20
390,../partidos/1998_arabia_saudita_dinamarca.php,16,5,12-Jun-1998,"1ra Ronda, Grupo C",5,0,1,30
391,../partidos/1998_francia_sudafrica.php,16,6,12-Jun-1998,"1ra Ronda, Grupo C",40,3,0,80
392,../partidos/1998_paraguay_bulgaria.php,16,7,12-Jun-1998,"1ra Ronda, Grupo D",68,0,0,13
393,../partidos/1998_holanda_belgica.php,16,8,13-Jun-1998,"1ra Ronda, Grupo E",66,0,0,14
394,../partidos/1998_corea_del_sur_mexico.php,16,9,13-Jun-1998,"1ra Ronda, Grupo E",24,1,3,62
395,../partidos/1998_espana_nigeria.php,16,10,13-Jun-1998,"1ra Ronda, Grupo D",38,2,3,63
396,../partidos/1998_jamaica_croacia.php,16,11,14-Jun-1998,"1ra Ronda, Grupo H",57,1,3,27
397,../partidos/1998_rf_de_yugoslavia_iran.php,16,12,14-Jun-1998,"1ra Ronda, Grupo F",73,1,0,53
398,../partidos/1998_argentina_japon.php,16,13,14-Jun-1998,"1ra Ronda, Grupo H",7,1,0,58
399,../partidos/1998_alemania_estados_unidos.php,16,14,15-Jun-1998,"1ra Ronda, Grupo F",1,2,0,39
400,../partidos/1998_rumania_colombia.php,16,15,15-Jun-1998,"1ra Ronda, Grupo G",75,1,0,22
401,../partidos/1998_inglaterra_tunez.php,16,16,15-Jun-1998,"1ra Ronda, Grupo G",49,2,0,86
402,../partidos/1998_escocia_noruega.php,16,17,16-Jun-1998,"1ra Ronda, Grupo A",35,1,1,64
403,../partidos/1998_brasil_marruecos.php,16,18,16-Jun-1998,"1ra Ronda, Grupo A",12,3,0,61
404,../partidos/1998_chile_austria.php,16,19,17-Jun-1998,"1ra Ronda, Grupo B",20,1,1,9
405,../partidos/1998_italia_camerun.php,16,20,17-Jun-1998,"1ra Ronda, Grupo B",56,3,0,16
406,../partidos/1998_francia_arabia_saudita.php,16,21,18-Jun-1998,"1ra Ronda, Grupo C",40,4,0,5
407,../partidos/1998_sudafrica_dinamarca.php,16,22,18-Jun-1998,"1ra Ronda, Grupo C",80,1,1,30
408,../partidos/1998_nigeria_bulgaria.php,16,23,19-Jun-1998,"1ra Ronda, Grupo D",63,1,0,13
409,../partidos/1998_espana_paraguay.php,16,24,19-Jun-1998,"1ra Ronda, Grupo D",38,0,0,68
410,../partidos/1998_holanda_corea_del_sur.php,16,25,20-Jun-1998,"1ra Ronda, Grupo E",66,5,0,24
411,../partidos/1998_belgica_mexico.php,16,26,20-Jun-1998,"1ra Ronda, Grupo E",14,2,2,62
412,../partidos/1998_japon_croacia.php,16,27,20-Jun-1998,"1ra Ronda, Grupo H",58,0,1,27
413,../partidos/1998_argentina_jamaica.php,16,28,21-Jun-1998,"1ra Ronda, Grupo H",7,5,0,57
414,../partidos/1998_alemania_rf_de_yugoslavia.php,16,29,21-Jun-1998,"1ra Ronda, Grupo F",1,2,2,73
415,../partidos/1998_estados_unidos_iran.php,16,30,21-Jun-1998,"1ra Ronda, Grupo F",39,1,2,53
416,../partidos/1998_colombia_tunez.php,16,31,22-Jun-1998,"1ra Ronda, Grupo G",22,1,0,86
417,../partidos/1998_rumania_inglaterra.php,16,32,22-Jun-1998,"1ra Ronda, Grupo G",75,2,1,49
418,../partidos/1998_italia_austria.php,16,33,23-Jun-1998,"1ra Ronda, Grupo B",56,2,1,9
419,../partidos/1998_escocia_marruecos.php,16,34,23-Jun-1998,"1ra Ronda, Grupo A",35,0,3,61
420,../partidos/1998_brasil_noruega.php,16,35,23-Jun-1998,"1ra Ronda, Grupo A",12,1,2,64
421,../partidos/1998_chile_camerun.php,16,36,23-Jun-1998,"1ra Ronda, Grupo B",20,1,1,16
422,../partidos/1998_espana_bulgaria.php,16,37,24-Jun-1998,"1ra Ronda, Grupo D",38,6,1,13
423,../partidos/1998_francia_dinamarca.php,16,38,24-Jun-1998,"1ra Ronda, Grupo C",40,2,1,30
424,../partidos/1998_nigeria_paraguay.php,16,39,24-Jun-1998,"1ra Ronda, Grupo D",63,1,3,68
425,../partidos/1998_sudafrica_arabia_saudita.php,16,40,24-Jun-1998,"1ra Ronda, Grupo C",80,2,2,5
426,../partidos/1998_belgica_corea_del_sur.php,16,41,25-Jun-1998,"1ra Ronda, Grupo E",14,1,1,24
427,../partidos/1998_holanda_mexico.php,16,42,25-Jun-1998,"1ra Ronda, Grupo E",66,2,2,62
428,../partidos/1998_alemania_iran.php,16,43,25-Jun-1998,"1ra Ronda, Grupo F",1,2,0,53
429,../partidos/1998_estados_unidos_rf_de_yugoslavia.php,16,44,25-Jun-1998,"1ra Ronda, Grupo F",39,0,1,73
430,../partidos/1998_rumania_tunez.php,16,45,26-Jun-1998,"1ra Ronda, Grupo G",75,1,1,86
431,../partidos/1998_colombia_inglaterra.php,16,46,26-Jun-1998,"1ra Ronda, Grupo G",22,0,2,49
432,../partidos/1998_japon_jamaica.php,16,47,26-Jun-1998,"1ra Ronda, Grupo H",58,1,2,57
433,../partidos/1998_argentina_croacia.php,16,48,26-Jun-1998,"1ra Ronda, Grupo H",7,1,0,27
434,../partidos/1998_brasil_chile.php,16,49,27-Jun-1998,Octavos,12,4,1,20
435,../partidos/1998_italia_noruega.php,16,50,27-Jun-1998,Octavos,56,1,0,64
436,../partidos/1998_nigeria_dinamarca.php,16,51,28-Jun-1998,Octavos,63,1,4,30
437,../partidos/1998_francia_paraguay.php,16,52,28-Jun-1998,Octavos,40,1,0,68
438,../partidos/1998_alemania_mexico.php,16,53,29-Jun-1998,Octavos,1,2,1,62
439,../partidos/1998_holanda_rf_de_yugoslavia.php,16,54,29-Jun-1998,Octavos,66,2,1,73
440,../partidos/1998_argentina_inglaterra.php,16,55,30-Jun-1998,Octavos,7,2,2,49
441,../partidos/1998_rumania_croacia.php,16,56,30-Jun-1998,Octavos,75,0,1,27
442,../partidos/1998_italia_francia.php,16,57,03-Jul-1998,Cuartos,56,0,0,40
443,../partidos/1998_brasil_dinamarca.php,16,58,03-Jul-1998,Cuartos,12,3,2,30
444,../partidos/1998_alemania_croacia.php,16,59,04-Jul-1998,Cuartos,1,0,3,27
445,../partidos/1998_holanda_argentina.php,16,60,04-Jul-1998,Cuartos,66,2,1,7
446,../partidos/1998_brasil_holanda.php,16,61,07-Jul-1998,Semis,12,1,1,66
447,../partidos/1998_francia_croacia.php,16,62,08-Jul-1998,Semis,40,2,1,27
448,../partidos/1998_holanda_croacia.php,16,63,11-Jul-1998,3er Puesto,66,1,2,27
449,../partidos/1998_brasil_francia.php,16,64,12-Jul-1998,Final,12,0,3,40
450,../partidos/1994_alemania_bolivia.php,15,1,17-Jun-1994,"1ra Ronda, Grupo C",1,1,0,10
451,../partidos/1994_espana_corea_del_sur.php,15,2,17-Jun-1994,"1ra Ronda, Grupo C",38,2,2,24
452,../partidos/1994_estados_unidos_suiza.php,15,3,18-Jun-1994,"1ra Ronda, Grupo A",39,1,1,82
453,../partidos/1994_italia_irlanda.php,15,4,18-Jun-1994,"1ra Ronda, Grupo E",56,0,1,51
454,../partidos/1994_colombia_rumania.php,15,5,18-Jun-1994,"1ra Ronda, Grupo A",22,1,3,75
455,../partidos/1994_belgica_marruecos.php,15,6,19-Jun-1994,"1ra Ronda, Grupo F",14,1,0,61
456,../partidos/1994_noruega_mexico.php,15,7,19-Jun-1994,"1ra Ronda, Grupo E",64,1,0,62
457,../partidos/1994_camerun_suecia.php,15,8,19-Jun-1994,"1ra Ronda, Grupo B",16,2,2,81
458,../partidos/1994_brasil_rusia.php,15,9,20-Jun-1994,"1ra Ronda, Grupo B",12,2,0,76
459,../partidos/1994_holanda_arabia_saudita.php,15,10,20-Jun-1994,"1ra Ronda, Grupo F",66,2,1,5
460,../partidos/1994_argentina_grecia.php,15,11,21-Jun-1994,"1ra Ronda, Grupo D",7,4,0,43
461,../partidos/1994_alemania_espana.php,15,12,21-Jun-1994,"1ra Ronda, Grupo C",1,1,1,38
462,../partidos/1994_nigeria_bulgaria.php,15,13,21-Jun-1994,"1ra Ronda, Grupo D",63,3,0,13
463,../partidos/1994_rumania_suiza.php,15,14,22-Jun-1994,"1ra Ronda, Grupo A",75,1,4,82
464,../partidos/1994_estados_unidos_colombia.php,15,15,22-Jun-1994,"1ra Ronda, Grupo A",39,2,1,22
465,../partidos/1994_italia_noruega.php,15,16,23-Jun-1994,"1ra Ronda, Grupo E",56,1,0,64
466,../partidos/1994_corea_del_sur_bolivia.php,15,17,23-Jun-1994,"1ra Ronda, Grupo C",24,0,0,10
467,../partidos/1994_mexico_irlanda.php,15,18,24-Jun-1994,"1ra Ronda, Grupo E",62,2,1,51
468,../partidos/1994_brasil_camerun.php,15,19,24-Jun-1994,"1ra Ronda, Grupo B",12,3,0,16
469,../partidos/1994_suecia_rusia.php,15,20,24-Jun-1994,"1ra Ronda, Grupo B",81,3,1,76
470,../partidos/1994_belgica_holanda.php,15,21,25-Jun-1994,"1ra Ronda, Grupo F",14,1,0,66
471,../partidos/1994_arabia_saudita_marruecos.php,15,22,25-Jun-1994,"1ra Ronda, Grupo F",5,2,1,61
472,../partidos/1994_argentina_nigeria.php,15,23,25-Jun-1994,"1ra Ronda, Grupo D",7,2,1,63
473,../partidos/1994_bulgaria_grecia.php,15,24,26-Jun-1994,"1ra Ronda, Grupo D",13,4,0,43
474,../partidos/1994_estados_unidos_rumania.php,15,25,26-Jun-1994,"1ra Ronda, Grupo A",39,0,1,75
475,../partidos/1994_suiza_colombia.php,15,26,26-Jun-1994,"1ra Ronda, Grupo A",82,0,2,22
476,../partidos/1994_bolivia_espana.php,15,27,27-Jun-1994,"1ra Ronda, Grupo C",10,1,3,38
477,../partidos/1994_alemania_corea_del_sur.php,15,28,27-Jun-1994,"1ra Ronda, Grupo C",1,3,2,24
478,../partidos/1994_irlanda_noruega.php,15,29,28-Jun-1994,"1ra Ronda, Grupo E",51,0,0,64
479,../partidos/1994_italia_mexico.php,15,30,28-Jun-1994,"1ra Ronda, Grupo E",56,1,1,62
480,../partidos/1994_rusia_camerun.php,15,31,28-Jun-1994,"1ra Ronda, Grupo B",76,6,1,16
481,../partidos/1994_brasil_suecia.php,15,32,28-Jun-1994,"1ra Ronda, Grupo B",12,1,1,81
482,../partidos/1994_marruecos_holanda.php,15,33,29-Jun-1994,"1ra Ronda, Grupo F",61,1,2,66
483,../partidos/1994_belgica_arabia_saudita.php,15,34,29-Jun-1994,"1ra Ronda, Grupo F",14,0,1,5
484,../partidos/1994_grecia_nigeria.php,15,35,30-Jun-1994,"1ra Ronda, Grupo D",43,0,2,63
485,../partidos/1994_argentina_bulgaria.php,15,36,30-Jun-1994,"1ra Ronda, Grupo D",7,0,2,13
486,../partidos/1994_alemania_belgica.php,15,37,02-Jul-1994,Octavos,1,3,2,14
487,../partidos/1994_espana_suiza.php,15,38,02-Jul-1994,Octavos,38,3,0,82
488,../partidos/1994_arabia_saudita_suecia.php,15,39,03-Jul-1994,Octavos,5,1,3,81
489,../partidos/1994_rumania_argentina.php,15,40,03-Jul-1994,Octavos,75,3,2,7
490,../partidos/1994_holanda_irlanda.php,15,41,04-Jul-1994,Octavos,66,2,0,51
491,../partidos/1994_brasil_estados_unidos.php,15,42,04-Jul-1994,Octavos,12,1,0,39
492,../partidos/1994_nigeria_italia.php,15,43,05-Jul-1994,Octavos,63,1,2,56
493,../partidos/1994_mexico_bulgaria.php,15,44,05-Jul-1994,Octavos,62,1,1,13
494,../partidos/1994_italia_espana.php,15,45,09-Jul-1994,Cuartos,56,2,1,38
495,../partidos/1994_holanda_brasil.php,15,46,09-Jul-1994,Cuartos,66,2,3,12
496,../partidos/1994_bulgaria_alemania.php,15,47,10-Jul-1994,Cuartos,13,2,1,1
497,../partidos/1994_rumania_suecia.php,15,48,10-Jul-1994,Cuartos,75,2,2,81
498,../partidos/1994_bulgaria_italia.php,15,49,13-Jul-1994,Semis,13,1,2,56
499,../partidos/1994_suecia_brasil.php,15,50,13-Jul-1994,Semis,81,0,1,12
500,../partidos/1994_suecia_bulgaria.php,15,51,16-Jul-1994,3er Puesto,81,4,0,13
501,../partidos/1994_brasil_italia.php,15,52,17-Jul-1994,Final,12,0,0,56
502,../partidos/1990_argentina_camerun.php,14,1,08-Jun-1990,"1ra Ronda, Grupo B",7,0,1,16
503,../partidos/1990_urss_rumania.php,14,2,09-Jun-1990,"1ra Ronda, Grupo B",87,0,2,75
504,../partidos/1990_italia_austria.php,14,3,09-Jun-1990,"1ra Ronda, Grupo A",56,1,0,9
505,../partidos/1990_emiratos_arabes_colombia.php,14,4,09-Jun-1990,"1ra Ronda, Grupo D",34,0,2,22
506,../partidos/1990_estados_unidos_checoslovaquia.php,14,5,10-Jun-1990,"1ra Ronda, Grupo A",39,1,5,19
